Annual_electricity_consumption_SA
1.0
0.951767248302669
0.9517672483026687
0.9517672483026687
0.9517672483026687
0.9517672483026687
0.9517672483026686
0.9517672483026686
0.9517672483026686
0.9517672483026686
0.9517672483026685
0.9383879006058401
0.9338632100478238
0.932182778612424
0.931349287567571
0.9298573914986078
0.928988256812518
0.9288283270586906
0.926088486490548
0.9248156346742976
0.916108124960356
0.916108124960356
0.9151184084915891
0.9111352142357896
0.9110651595848235
